% sigmasweep (S/m)                                Admittance, 12 component (S)                      Admittance, 12 component (S)                      Admittance, 12 component (S)                      Admittance, 12 component (S)                      Admittance, 12 component (S)
1.1481536214968842                                -1.1887345388684206E-7-8.505599166775426E-7i      -6.923714650027166E-8-8.453522268796154E-7i       -3.6460023650031064E-8-8.599884310114096E-7i      -2.1623571681918328E-8-8.738456549219305E-7i      -1.4130535202490292E-8-8.840742624135102E-7i
1.2022644346174132                                -1.1682231823365334E-7-8.550859824505893E-7i      -6.980111465994872E-8-8.484094456619038E-7i       -3.743470599669104E-8-8.613663463361946E-7i       -2.2384240093016725E-8-8.745107388155154E-7i      -1.468704610189055E-8-8.844340843490652E-7i
1.2589254117941662                                -1.1466181508854549E-7-8.594822339109686E-7i      -7.024098410100605E-8-8.515084809043973E-7i       -3.838119224144148E-8-8.628156360218992E-7i       -2.3149751972209993E-8-8.75222481421354E-7i       -1.525555473835953E-8-8.848224806011888E-7i
1.3182567385564075                                -1.1240012412561414E-7-8.637423231370133E-7i      -7.05530921320122E-8-8.546390853297133E-7i        -3.929342138485629E-8-8.643356101085583E-7i       -2.3917265827353083E-8-8.759826561523744E-7i      -1.5834969042427572E-8-8.852411497859093E-7i
1.3803842646028839                                -1.100459400491884E-7-8.678605113296844E-7i       -7.073478761988357E-8-8.577906181980973E-7i       -4.0165200206794875E-8-8.65924929691207E-7i       -2.468363653028537E-8-8.767928555415764E-7i       -1.6423995732069788E-8-8.856917903115323E-7i
1.4454397707459279                                -1.0760842089098384E-7-8.718317562292926E-7i      -7.078447803281381E-8-8.609521699284576E-7i       -4.099028237778842E-8-8.67581568018794E-7i        -2.5445419224380006E-8-8.776544461616488E-7i      -1.7021126891216152E-8-8.861760798291285E-7i
1.513561248436207                                 -1.0509711659565284E-7-8.756517909221928E-7i      -7.070165927046073E-8-8.641126927977762E-7i       -4.176245655049341E-8-8.693027825495315E-7i       -2.6198879935218477E-8-8.78568521270337E-7i       -1.7624628141807753E-8-8.866956514222344E-7i
1.584893192461114                                 -1.025218806441131E-7-8.793171894167549E-7i       -7.048692746279108E-8-8.672611351879026E-7i       -4.247564176144581E-8-8.710850999924729E-7i       -2.6940013739127365E-8-8.79535852159385E-7i       -1.8232529044844886E-8-8.872520664925346E-7i
1.6595869074375598                                -9.989276846809443E-8-8.828254153767461E-7i       -7.014197226705259E-8-8.703865767273478E-7i       -4.31239879933793E-8-8.72924316090452E-7i         -2.7664571214771658E-8-8.805568394273718E-7i      -1.8842616434256896E-8-8.878467844109115E-7i
1.7378008287493762                                -9.721992706097823E-8-8.861748515914121E-7i       -6.966955156756963E-8-8.734783615855241E-7i       -4.3701979321224004E-8-8.748155114993167E-7i      -2.8368093709659224E-8-8.816314656262513E-7i      -1.94524314405122E-8-8.884811291363341E-7i
1.8197008586099825                                -9.451348047199323E-8-8.893648090151434E-7i       -6.907344789052349E-8-8.765262271188048E-7i       -4.4204536716013774E-8-8.767530846123083E-7i      -2.9045957691411786E-8-8.827592509367123E-7i      -2.0059270990247277E-8-8.891562531632723E-7i
1.9054607179632483                                -9.178341580589554E-8-8.923955154220903E-7i       -6.835840729536442E-8-8.795204250735854E-7i       -4.462711734567859E-8-8.787308015818343E-7i       -2.969342812973259E-8-8.839392136824118E-7i       -2.0660194568738767E-8-8.898730993406469E-7i
1.9952623149688788                                -8.903947398599985E-8-8.9526808480234E-7i         -6.753006198185525E-8-8.82451832630585E-7i        -4.4965807112088275E-8-8.807418631283556E-7i      -3.030572047101807E-8-8.851698375838171E-7i       -2.1252036989278372E-8-8.906323613011793E-7i
2.089296130854041                                 -8.629104894236774E-8-8.979844695099541E-7i       -6.659483834479294E-8-8.853120507564775E-7i       -4.52174032153681E-8-8.827789870364418E-7i        -3.0878070343115924E-8-8.864490476563498E-7i      -2.18314278277495E-8-8.914344434462545E-7i
2.1877616239495516                                -8.354709813843912E-8-9.005473978249202E-7i       -6.555985268461386E-8-8.88093487624218E-7i        -4.5379483749061984E-8-8.848345045549233E-7i      -3.140580967993685E-8-8.877741965588319E-7i       -2.2394818037083802E-8-8.922794216331716E-7i
2.290867652767775                                 -8.081606652389478E-8-9.029602999967547E-7i       -6.443279720849487E-8-8.907894252739979E-7i       -4.545046170330606E-8-8.869004682860009E-7i       -3.18844475117713E-8-8.891420629891607E-7i        -2.293851405773893E-8-8.93167005897795E-7i
2.39883291901949                                  -7.810582517107993E-8-9.052272260095306E-7i       -6.322181929494611E-8-8.933940682038953E-7i       -4.542962126758636E-8-8.88968768601604E-7i        -3.2309753258168304E-8-8.905488633945322E-7i      -2.345871948236925E-8-8.940965066967968E-7i
2.5118864315095824                                -7.542362507396583E-8-9.073527582746746E-7i       -6.193539721428933E-8-8.959025731802715E-7i       -4.5317134965541894E-8-8.910312552072036E-7i      -3.267784001778256E-8-8.919902778287134E-7i       -2.3951584022858287E-8-8.950668062554851E-7i
2.6302679918953813                                -7.277606590440948E-8-9.093419222568467E-7i       -6.058221557141343E-8-8.983110602005234E-7i       -4.5114060882711215E-8-8.930798602044946E-7i      -3.2985245107896654E-8-8.934614902524611E-7i      -2.4413259172988756E-8-8.960763366397662E-7i
2.754228703338169                                 -7.016907895779344E-8-9.112000977121897E-7i       -5.91710436590433E-8-9.006166051946216E-7i        -4.4822320024398406E-8-8.951067189106442E-7i      -3.322900498952161E-8-8.949572429713829E-7i       -2.483995958039593E-8-8.971230661176524E-7i
2.8840315031266055                                -6.760792309049851E-8-9.129329328153353E-7i       -5.771061967911456E-8-9.028172156595557E-7i       -4.444465462541655E-8-8.971042847813616E-7i       -3.340672174907689E-8-8.96471904262766E-7i        -2.5228028752386497E-8-8.982044952291637E-7i
3.019951720402019                                 -6.509719215465437E-8-9.145462630072044E-7i       -5.620954342828952E-8-9.049117909543871E-7i       -4.39845689736763E-8-8.990654350498819E-7i        -3.351661849924994E-8-8.979995476080372E-7i       -2.5574007356458186E-8-8.993176637306334E-7i
3.1622776601683795                                -6.264083226185052E-8-9.160460359460325E-7i       -5.467617957686195E-8-9.069000694053963E-7i       -4.344625496668962E-8-9.009835641252823E-7i       -3.355758141456088E-8-8.995340403572593E-7i       -2.58747020573853E-8-9.004591692302679E-7i
3.3113112148259143                                -6.024216714075762E-8-9.17438243515682E-7i        -5.311857313647971E-8-9.087825646613004E-7i       -4.2834505154299E-8-9.028526623590481E-7i         -3.352918661255771E-8-9.010691391553558E-7i       -2.612725259766257E-8-9.016251978884164E-7i
3.4673685045253166                                -5.7903929875405746E-8-9.187288614592388E-7i      -5.154437814838305E-8-9.105604938916108E-7i       -4.21546164000676E-8-9.046673784503209E-7i        -3.343171070576294E-8-9.025985890899873E-7i       -2.6329194696167197E-8-9.028115670464218E-7i
3.6307805477010175                                -5.5628299399122235E-8-9.199237968659984E-7i      -4.996080006875795E-8-9.122357004412634E-7i       -4.1412287508657416E-8-9.064230644847485E-7i      -3.326612454324922E-8-9.041162233126334E-7i       -2.6478516338045648E-8-9.040137790950871E-7i
3.801893963205613                                 -5.341694025667688E-8-9.210288434650172E-7i       -4.837455181282936E-8-9.138105734510088E-7i       -4.061351419934196E-8-9.081158033274815E-7i       -3.303407038949895E-8-9.056160598503351E-7i       -2.657370516710524E-8-9.052270853361888E-7i
3.9810717055349776                                -5.1271044314086895E-8-9.220496444552544E-7i      -4.6791822969258984E-8-9.152879667555419E-7i      -3.976448467883746E-8-9.097424187895964E-7i       -3.273782350182335E-8-9.070923924734906E-7i       -2.661378497223447E-8-9.064465580690396E-7i
4.168693834703355                                 -4.919137327817875E-8-9.229916624387351E-7i       -4.521826132818703E-8-9.166711190945251E-7i       -3.887147878688764E-8-9.113004696081209E-7i       -3.2380239719825205E-8-9.085398727992523E-7i      -2.6598339671925535E-8-9.076671686834638E-7i
4.365158322401657                                 -4.717830107409005E-8-9.238601559077814E-7i       -4.365896558830447E-8-9.179635773529776E-7i       -3.7940773293732616E-8-9.127882287985746E-7i      -3.196469122741577E-8-9.099535812720824E-7i       -2.6527523722472512E-8-9.08883869205915E-7i
4.570881896148752                                 -4.523185530897694E-8-9.24660161666893E-7i        -4.211848791920888E-8-9.191691242026755E-7i       -3.6978555448048053E-8-9.142046503321893E-7i      -3.14949930579973E-8-9.113290852307482E-7i        -2.640205847181145E-8-9.100916745427809E-7i
4.7863009232263805                                -4.3351757218169676E-8-9.253964825334067E-7i      -4.060084495157609E-8-9.202917111723662E-7i       -3.5990846347673446E-8-9.155493253473893E-7i      -3.097532316475928E-8-9.126624829068709E-7i       -2.622321461363117E-8-9.112857426255901E-7i
5.011872336272725                                 -4.153745964185324E-8-9.260736796571895E-7i       -3.91095357385773E-8-9.213353978499823E-7i        -3.498343516975321E-8-9.168224302321417E-7i       -3.0410138966280036E-8-9.139504328567368E-7i      -2.5992781516362623E-8-9.124614497771604E-7i
5.248074602497723                                 -3.9788182713302516E-8-9.2669606881308E-7i        -3.7647565263202714E-8-9.223042976215126E-7i      -3.396182477966732E-8-9.180246689148253E-7i       -2.980409320494199E-8-9.151901689607522E-7i       -2.571302477168246E-8-9.136144588860292E-7i
5.4954087385762485                                -3.810294705399712E-8-9.272677200558716E-7i       -3.621747214776806E-8-9.232025300984606E-7i       -3.293118877281706E-8-9.191572115983462E-7i       -2.91619517458858E-8-9.163795016969533E-7i        -2.538663378179403E-8-9.147407783731806E-7i
5.754399373371567                                 -3.648060436575777E-8-9.277924601681521E-7i       -3.482135933477836E-8-9.24034180165688E-7i        -3.189633959917847E-8-9.202216319842849E-7i       -2.8488515617898904E-8-9.175168068743132E-7i      -2.5016661559219046E-8-9.158368104231998E-7i
6.025595860743581                                 -3.491986538749123E-8-9.282738773830014E-7i       -3.346092664667313E-8-9.248032634181739E-7i       -3.086170709893065E-8-9.212198447882203E-7i       -2.778854919531301E-8-9.18601003381625E-7i        -2.4606459128708165E-8-9.168993875033585E-7i
6.30957344480193                                  -3.341932524554232E-8-9.287153279179625E-7i       -3.2137504278359E-8-9.255136976214326E-7i         -2.9831326532606206E-8-9.221540450615985E-7i      -2.7066715966868146E-8-9.196315217541679E-7i      -2.4159606990400092E-8-9.179257967584221E-7i
6.606934480075965                                 -3.1977486273269814E-8-9.291199439087979E-7i      -3.085208642697928E-8-9.261692797429769E-7i       -2.880883502673082E-8-9.230266505372212E-7i       -2.6327522876898686E-8-9.206082654905144E-7i      -2.367984603573945E-8-9.189137924074527E-7i
6.918309709189363                                 -3.0592778410433656E-8-9.294906423875739E-7i      -2.9605364408897922E-8-9.267736680465604E-7i      -2.7797475266310735E-8-9.238402479211114E-7i      -2.5575273776831664E-8-9.215315670725821E-7i      -2.3171010120781005E-8-9.198615967597912E-7i
7.244359600749906                                 -2.9263577316902237E-8-9.298301349968979E-7i      -2.8397758749307298E-8-9.273303687099972E-7i      -2.68001052369272E-8-9.245975437720304E-7i        -2.481403211909224E-8-9.224021405628499E-7i       -2.2636962215780112E-8-9.207678908652613E-7i
7.585775750291836                                 -2.798822035094725E-8-9.301409381815994E-7i       -2.7229449853734764E-8-9.278427264255394E-7i      -2.581921284502144E-8-9.253013203620696E-7i       -2.4047592677199642E-8-9.232210325092964E-7i      -2.2081535701449606E-8-9.216317961225546E-7i
7.943282347242821                                 -2.6765020570822698E-8-9.30425383638487E-7i       -2.6100406978794546E-8-9.283139184501696E-7i      -2.4856934309156078E-8-9.259543966909708E-7i      -2.3279461792245378E-8-9.239895726814603E-7i      -2.1508481996219832E-8-9.224528483702715E-7i
8.317637711026709                                 -2.559227892162442E-8-9.306856288472427E-7i       -2.50104153140332E-8-9.287469516028588E-7i        -2.3915075307870923E-8-9.2655959465016E-7i        -2.2512845433815102E-8-9.247093259298067E-7i      -2.0921425305683916E-8-9.232309660815715E-7i
8.709635899560814                                 -2.446829476800305E-8-9.309236675351806E-7i       -2.3959101064309344E-8-9.291446617363272E-7i      -2.299513398042178E-8-9.271197101846207E-7i       -2.1750644218599278E-8-9.253820462090409E-7i      -2.0323824910830993E-8-9.239664142914333E-7i
9.120108393559097                                 -2.3391374929037563E-8-9.311413399606154E-7i      -2.294595448770242E-8-9.295097152536461E-7i       -2.2098324996646886E-8-9.276374891947621E-7i      -2.0995454447780162E-8-9.260096335620344E-7i      -1.9718945074170346E-8-9.246597658136044E-7i
9.549925860214369                                 -2.2359841364894338E-8-9.313403429244586E-7i      -2.1970350894528308E-8-9.298446122807786E-7i      -2.1225604033919842E-8-9.281156078424742E-7i      -2.0249574195672422E-8-9.265940946267617E-7i      -1.910983235502203E-8-9.253118611683312E-7i
10                                                -2.1372037656578743E-8-9.315222394413397E-7i      -2.103156965393649E-8-9.301516911525996E-7i       -2.03776921163974E-8-9.285566568763159E-7i        -1.9515013498275308E-8-9.271375070190512E-7i      -1.8499299895610126E-8-9.259237684710068E-7i
10.471285480509007                                -2.0426334410857395E-8-9.316884680203386E-7i      -2.012881128373535E-8-9.304331339094649E-7i       -1.955509938266914E-8-9.28963129564266E-7i        -1.8793507739274975E-8-9.276419877628279E-7i      -1.7889918069848005E-8-9.264967443278526E-7i
10.964781961431852                                -1.9521133712648668E-8-9.318403515199029E-7i      -1.9261212721025978E-8-9.306909725451299E-7i      -1.875814794736865E-8-9.293374128158679E-7i       -1.8086533405092563E-8-9.281096657879418E-7i      -1.7284010772809823E-8-9.270321965787393E-7i
11.481536214968841                                -1.8654872737243018E-8-9.319791055561835E-7i      -1.8427860885358316E-8-9.309270957837498E-7i      -1.798699361056841E-8-9.296817810815337E-7i       -1.7395325469195672E-8-9.285426583947302E-7i      -1.668365656852748E-8-9.275316495196995E-7i
12.02264434617413                                 -1.782602662483956E-8-9.321058464520564E-7i       -1.762780465451012E-8-9.3114325619728E-7i         -1.7241646245285693E-8-9.299983926370145E-7i      -1.6720895762872807E-8-9.289430514938192E-7i      -1.6090693895984738E-8-9.279967120484256E-7i
12.589254117941687                                -1.703311071036382E-8-9.322215987244776E-7i       -1.686006537706001E-8-9.313410775096989E-7i       -1.65219887569299E-8-9.302892878828337E-7i        -1.60640517872656E-8-9.293128833624761E-7i        -1.5506729550934135E-8-9.284290490014438E-7i
13.182567385564074                                -1.627468219240811E-8-9.32327302113854E-7i        -1.612364604611144E-8-9.315220619579871E-7i       -1.5827794561818685E-8-9.305563893228852E-7i      -1.542541551860094E-8-9.296541316201126E-7i       -1.4933149707193012E-8-9.288303558069472E-7i
13.803842646028839                                -1.55493413165286E-8-9.324238181635952E-7i        -1.5417539255867866E-8-9.316875976078296E-7i      -1.5158743573844613E-8-9.308015029155694E-7i      -1.4805441846103235E-8-9.299687030975647E-7i      -1.4371132804142308E-8-9.292023364548208E-7i
14.45439770745928                                 -1.4855732140160121E-8-9.325119363633314E-7i      -1.4740734058531483E-8-9.31838965541385E-7i       -1.4514436721781109E-8-9.310263205269493E-7i      -1.4204436365011995E-8-9.302584262718348E-7i      -1.382166370266689E-8-9.295466846889917E-7i
15.135612484362072                                -1.419254293897281E-8-9.325923798713343E-7i       -1.4092221832836666E-8-9.319773468534823E-7i      -1.3894409044420072E-8-9.312324232464058E-7i      -1.3622572317918304E-8-9.305250459385495E-7i      -1.3285548592323821E-8-9.298650682555738E-7i
15.848931924611142                                -1.3558506307759871E-8-9.326658108340699E-7i      -1.347100126892303E-8-9.321038294082553E-7i       -1.3298141429376613E-8-9.314212853592228E-7i      -1.3059906540148894E-8-9.307702198112042E-7i      -1.276343021405897E-8-9.301591159902859E-7i
16.595869074375596                                -1.2952399002678473E-8-9.327328353218144E-7i      -1.2876082566686621E-8-9.322194143211825E-7i      -1.2725071073367255E-8-9.315942787981212E-7i      -1.251639431687512E-8-9.309955167520593E-7i       -1.2255803041036893E-8-9.304304074948184E-7i
17.378008287493763                                -1.2373041566177132E-8-9.327940079016096E-7i      -1.2306490937308323E-8-9.323250221416825E-7i      -1.2174600749921124E-8-9.317526779234373E-7i      -1.1991903102901498E-8-9.312024163675536E-7i      -1.1763028132905812E-8-9.306804651374834E-7i
18.197008586099827                                -1.181929777075465E-8-9.328498358663298E-7i       -1.1761269490023275E-8-9.324214987223531E-7i      -1.1646106974376027E-8-9.318976645078997E-7i      -1.1486225090653129E-8-9.313923097219744E-7i      -1.1285347444614431E-8-9.309107481067387E-7i
19.054607179632484                                -1.1290073913279572E-8-9.329007831417557E-7i      -1.1239481578748724E-8-9.325096207659334E-7i      -1.113894715693842E-8-9.320303328204956E-7i       -1.0999088639047729E-8-9.315665009538346E-7i      -1.082289742861748E-8-9.311226482524252E-7i
19.952623149688787                                -1.0784317987490463E-8-9.329472738920799E-7i      -1.0740212676131567E-8-9.325901010485675E-7i      -1.0652465833880456E-8-9.321516947273411E-7i      -1.0530168596691362E-8-9.317262096035802E-7i      -1.0375721819205384E-8-9.313174874623547E-7i
20.892961308540407                                -1.030101875863796E-8-9.329896958419021E-7i       -1.0262571835793809E-8-9.326635933223088E-7i      -1.0186000063504071E-8-9.322626847400307E-7i      -1.0079095567769127E-8-9.318725734864331E-7i      -9.943783528797011E-9-9.314965163363134E-7i
21.87761623949552                                 -9.839204761118976E-9-9.330284033356758E-7i       -9.805692797204121E-9-9.32730696902572E-7i        -9.738884070034332E-9-9.323641649594306E-7i       -9.64546417936696E-9-9.320066519677769E-7i        -9.526975620595446E-9-9.316609139410584E-7i
22.90867652767775                                 -9.397943237035651E-9-9.330637201525787E-7i       -9.368734781873918E-9-9.327919609507043E-7i       -9.310453213565705E-9-9.324569298744163E-7i       -9.228840415937974E-9-9.321294295214429E-7i       -9.125131349529464E-9-9.318117884519445E-7i
23.9883291901949                                  -8.976339031107795E-9-9.330959420933909E-7i       -8.950883024026984E-9-9.328478884619278E-7i       -8.90004735886315E-9-9.325417109839555E-7i        -8.828768089872604E-9-9.322418194684882E-7i       -8.7380332838764E-9-9.319501785052461E-7i
25.11886431509582                                 -8.573533455195191E-9-9.331253393571654E-7i       -8.551349074081047E-9-9.328989399720107E-7i       -8.507013710510042E-9-9.326191812222089E-7i       -8.444774518414529E-9-9.32344667813663E-7i        -8.365421537078802E-9-9.320770551105348E-7i
26.302679918953814                                -8.188703133703492E-9-9.331521587228028E-7i       -8.169370908754464E-9-9.329455369957726E-7i       -8.130709176115765E-9-9.326899591710332E-7i       -8.076375476659969E-9-9.324387571112336E-7i       -8.007001150251934E-9-9.321933239904466E-7i
27.54228703338169                                 -7.82105883946307E-9-9.331766255504722E-7i        -7.80421287757753E-9-9.329880652117825E-7i        -7.770502314009314E-9-9.327546130519838E-7i       -7.723079494123623E-9-9.325248103042567E-7i       -7.662448673932361E-9-9.322998282335978E-7i
28.84031503126606                                 -7.469844328181134E-9-9.33198945616965E-7i        -7.455165511988884E-9-9.330268774082374E-7i       -7.425774916402789E-9-9.328136644934951E-7i       -7.384391559753332E-9-9.326034944959551E-7i       -7.331418002986287E-9-9.323973511674024E-7i
30.199517204020193                                -7.134335178257548E-9-9.332193067977238E-7i       -7.121545219800726E-9-9.33062296202972E-7i        -7.095923274182184E-9-9.328675920737799E-7i       -7.05981629614381E-9-9.326754246170704E-7i        -7.013545520561221E-9-9.324866193677295E-7i
31.622776601683793                                -6.813837641632815E-9-9.332378806075371E-7i       -6.802693885113763E-9-9.330946165534932E-7i       -6.780359164521362E-9-9.329168346415993E-7i       -6.748860660218542E-9-9.327411669668366E-7i       -6.708454608432519E-9-9.32568305742354E-7i
33.11311214825915                                 -6.5076875103549165E-9-9.332548236117827E-7i      -6.4979783909905335E-9-9.331241080701697E-7i      -6.478510598341715E-9-9.329617944206989E-7i       -6.4510362228672485E-9-9.328012426068787E-7i      -6.415759579478526E-9-9.326430326319032E-7i
34.673685045253166                                -6.2152490026847E-9-9.332702787176637E-7i         -6.20679007994167E-9-9.331510171450031E-7i        -6.189822360515441E-9-9.330028399045848E-7i       -6.165861076184876E-9-9.328561305972141E-7i       -6.1350690871391535E-9-9.327113748863305E-7i
36.30780547701018                                 -5.93591367185269E-9-9.33284376356528E-7i         -5.928544165326323E-9-9.331755689109627E-7i       -5.913756371944646E-9-9.330403085506159E-7i       -5.89286141238181E-9-9.329062710661941E-7i        -5.865989063594877E-9-9.327738628831188E-7i
38.018939632056124                                -5.669099339914184E-9-9.332972355652268E-7i       -5.662679104874007E-9-9.331979690422584E-7i       -5.649791899404229E-9-9.330745092814242E-7i       -5.631572814512116E-9-9.329520681106228E-7i       -5.608125235691024E-9-9.328309854607083E-7i
39.81071705534978                                 -5.414249058613234E-9-9.333089649745978E-7i       -5.40865594595657E-9-9.332184054077359E-7i        -5.397425635797016E-9-9.331057248037504E-7i       -5.381541295131654E-9-9.329938925251015E-7i       -5.361085264036893E-9-9.328831927467803E-7i
41.68693834703355                                 -5.170830098717679E-9-9.333196637136898E-7i       -5.165957650954679E-9-9.332370495890677E-7i       -5.156171671001362E-9-9.331342137550882E-7i       -5.142324115416225E-9-9.330320843625642E-7i       -5.124480547732597E-9-9.32930898868882E-7i
43.65158322401656                                 -4.938332968864654E-9-9.33329422236714E-7i        -4.934088409692293E-9-9.332540582731207E-7i       -4.925561370663682E-9-9.331602126877697E-7i       -4.913490413775504E-9-9.330669553293154E-7i       -4.897927733135679E-9-9.329744845368033E-7i
45.708818961487516                                -4.716270464615562E-9-9.333383230779408E-7i       -4.712572944969035E-9-9.332695745285079E-7i       -4.705143178421022E-9-9.331839379002579E-7i       -4.694621669821872E-9-9.33098791019989E-7i        -4.6810499620591254E-9-9.33014299490625E-7i
47.863009232263806                                -4.504176748150881E-9-9.333464415424022E-7i       -4.500955816244105E-9-9.332837289759729E-7i       -4.494482354867256E-9-9.33205587126596E-7i        -4.48531202674426E-9-9.331278529979621E-7i        -4.473477891295222E-9-9.330506648134809E-7i
50.11872336272725                                 -4.301606458766795E-9-9.333538463361767E-7i       -4.298800725686102E-9-9.332966408598175E-7i       -4.293160664840024E-9-9.332253410914789E-7i       -4.285168492313237E-9-9.33154380728578E-7i        -4.274850512234222E-9-9.330838751060115E-7i
52.48074602497723                                 -4.108133854151716E-9-9.3336060014247E-7i         -4.1056898301523505E-9-9.333084190293737E-7i      -4.100776023173593E-9-9.332433649420874E-7i       -4.093811036561689E-9-9.331785933712326E-7i       -4.084815796434556E-9-9.331142005261107E-7i
54.954087385762485                                -3.923351982237328E-9-9.333667601479318E-7i       -3.92122306203294E-9-9.333191628375337E-7i        -3.9169421076159505E-9-9.332598095650666E-7i      -3.9108726018916605E-9-9.332006914398047E-7i      -3.903031190302155E-9-9.331418886966885E-7i
57.543993733715666                                -3.746871883285444E-9-9.33372378523253E-7i        -3.745017461323712E-9-9.33328962962636E-7i        -3.741287946348531E-9-9.332748127955225E-7i       -3.735999039410581E-9-9.332208583371855E-7i       -3.729163979301828E-9-9.331671664846103E-7i
60.25595860743581                                 -3.5783218217364646E-9-9.333775028613484E-7i      -3.576706520905713E-9-9.333379021604162E-7i       -3.5734574866423345E-9-9.332885005283194E-7i      -3.568848983645281E-9-9.332392617720435E-7i       -3.562891540095373E-9-9.331902416564486E-7i
63.0957344480193                                  -3.4173465472935913E-9-9.333821765786628E-7i      -3.4159395465477426E-9-9.333460559515881E-7i      -3.4131091500894428E-9-9.333009877369742E-7i      -3.4090936762237233E-9-9.33256055066766E-7i       -3.403901496667902E-9-9.332113044168624E-7i
66.06934480075964                                 -3.263606584583518E-9-9.33386439280186E-7i        -3.2623810328697293E-9-9.333534932509455E-7i      -3.259915379146948E-9-9.333123794087433E-7i       -3.2564167476421473E-9-9.332713783607786E-7i      -3.2518917946722262E-9-9.33230528834455E-7i
69.18309709189363                                 -3.116777550729762E-9-9.333903270938057E-7i       -3.115710056159973E-9-9.333602769417113E-7i       -3.1135621789858608E-9-9.333227714014981E-7i      -3.110513965131133E-9-9.332853597198158E-7i       -3.1065707065765894E-9-9.332480741623477E-7i
72.44359600749905                                 -2.976549500090366E-9-9.333938729747614E-7i       -2.9756196847323904E-9-9.333664644010507E-7i      -2.9737486579533866E-9-9.3333225122858E-7i        -2.9710929535506066E-9-9.332981161550022E-7i      -2.9676567784720595E-9-9.332640860582803E-7i
75.85775750291836                                 -2.8426262953961615E-9-9.33397106983604E-7i       -2.8418164072813096E-9-9.333721079799918E-7i      -2.840186569570344E-9-9.33340898778499E-7i        -2.8378728951826655E-9-9.333097545601947E-7i      -2.8348787282612022E-9-9.332786977119084E-7i
79.43282347242821                                 -2.7147250045048585E-9-9.33400056540433E-7i       -2.7140195795054104E-9-9.333772554418178E-7i      -2.7125998583181467E-9-9.333487869726448E-7i      -2.710584213600675E-9-9.333203725719114E-7i       -2.7079753034837995E-9-9.332920308834865E-7i
83.17637711026708                                 -2.5925753219528204E-9-9.334027466561489E-7i      -2.591960889146086E-9-9.333819503626371E-7i       -2.59072421123174E-9-9.333559823683693E-7i        -2.588968246001279E-9-9.333300593595883E-7i       -2.586695106167756E-9-9.333041968615501E-7i
87.09635899560814                                 -2.4759190144992308E-9-9.334052001439825E-7i      -2.4753838394286336E-9-9.3338623249737E-7i        -2.474306616872257E-9-9.333625457097443E-7i       -2.4727769076510448E-9-9.333388963496261E-7i      -2.470796390891088E-9-9.333152973438851E-7i
91.20108393559097                                 -2.364509389840729E-9-9.334074378122427E-7i       -2.364043250814271E-9-9.333901381134677E-7i       -2.363104932961395E-9-9.333685324321831E-7i       -2.3617723517468898E-9-9.333469578894652E-7i      -2.3600468416273392E-9-9.33325425247626E-7i
95.49925860214368                                 -2.258110787688738E-9-9.33409478640544E-7i        -2.2577047808664324E-9-9.333937002963606E-7i      -2.2568874637323857E-9-9.333739931233679E-7i      -2.255726627283947E-9-9.333543118561508E-7i       -2.254223332009445E-9-9.333346654542955E-7i
100                                               -2.1564980923946404E-9-9.334113399402432E-7i      -2.1561444619668986E-9-9.333969492277424E-7i      -2.1554325477679837E-9-9.333789739447644E-7i      -2.1544213372300445E-9-9.333610202137749E-7i      -2.1531116730884827E-9-9.333430954928134E-7i
104.71285480509006                                -2.059456266332571E-9-9.334130375007022E-7i       -2.0591482565658166E-9-9.333999124396352E-7i      -2.058528156969644E-9-9.333835170168588E-7i       -2.0576472989042522E-9-9.333671395235773E-7i      -2.056506352033169E-9-9.333507861676485E-7i
109.64781961431851                                -1.9667799032590325E-9-9.334145857233813E-7i      -1.9665116295945695E-9-9.33402615046941E-7i       -1.9659715070924443E-9-9.333876607712943E-7i      -1.9652042081012496E-9-9.3337272141133E-7i        -1.964210264740029E-9-9.333578021339379E-7i
114.81536214968841                                -1.8782728008757725E-9-9.334159977434122E-7i      -1.878039137630408E-9-9.334050799586919E-7i       -1.8775686801469318E-9-9.333914402724515E-7i      -1.8769003082817237E-9-9.333778129944524E-7i      -1.8760344448542095E-9-9.333642024249851E-7i
120.22644346174131                                -1.7937475518550724E-9-9.334172855411635E-7i      -1.7935440343931678E-9-9.334073280720987E-7i      -1.7931342588637927E-9-9.333948875115341E-7i      -1.7925520658554987E-9-9.333824572732151E-7i      -1.7917977913238633E-9-9.333700409358631E-7i
125.89254117941688                                -1.7130251525880839E-9-9.334184600433972E-7i      -1.7128478920916393E-9-9.33409378448266E-7i       -1.7124909733079901E-9-9.333980316746726E-7i      -1.711983852399093E-9-9.3338669348789E-7i         -1.7113267962944194E-9-9.333753668660083E-7i
131.82567385564073                                -1.6359346289551488E-9-9.334195312161293E-7i      -1.6357802381829567E-9-9.334112484738499E-7i      -1.6354693596522948E-9-9.334008993884119E-7i      -1.6350276344970661E-9-9.333905574459271E-7i      -1.6344552747959121E-9-9.333802251246873E-7i
138.03842646028866                                -1.5623126784203126E-9-9.334205081488618E-7i      -1.5621782070308465E-9-9.33412954007647E-7i       -1.561907431023335E-9-9.334035149430371E-7i       -1.5615226716771508E-9-9.333940818203902E-7i      -1.5610240974939742E-9-9.333846567018793E-7i
